name,description,careerPageName,type,state,workplaceType
Desenvolvedor/a .NET ,"Muito prazer, somos a Evertec Brasil!&nbsp;A Evertec é uma empresa especializada em tecnologia para o setor financeiro, com mais de 27 anos de atuação e presença em 26 países da América Latina e Caribe. Com mais de 11 bilhões de transações processadas anualmente, somos referência em soluções que impulsionam a transformação digital do mercado.&nbsp;Oferecemos um portfólio completo de soluções em software, atendendo instituições financeiras, empresas e fintechs que buscam inovação, segurança e eficiência.&nbsp;Nosso compromisso é com a excelência tecnológica, a inclusão financeira e a geração de valor sustentável para clientes, colaboradores e parceiros, promovendo um ecossistema mais conectado e acessível.Responsabilidades e atribuiçõesA tecnologia .NET é umas das nossas principais stacks utilizadas aqui na Sinqia, aplicada em diversas frentes de negócios: Bancos, previdência, consórcio, entre outras. Por isso, buscamos Desenvolvedores(as) .NET em diferentes níveis de carreira, para atuar na maior empresa de desenvolvimento de softwares e produtos para o mercado financeiro do Brasil, onde acreditamos que a inovação tecnológica inspira a evolução.Requisitos e qualificaçõesPara dar #match, essa vaga necessita que atenda alguns requisitos obrigatórios:• Conhecimento em análise, desenvolvimento e correção de sistemas utilizando tecnologia .NET / .NET Core / C#;• Vivência em Banco de dados SQL Server ou PL/SQL Oracle;• Desenvolvimento e modelagem de API Restfull;• Controle de versionamento com GIT / TFS.Para vagas de maior senioridade, caso possua o conhecimento ou atuação abaixo, será um diferencial:• Experiência com o Team Foundation Server (TFS) e/ou Azure Devops para controle de versões de produto;• Vivência em metodologia Ágil (Scrum, Kanban etc);• Angular 8+ ou outras linguagens front-end;• Design Patterns e Webservices;• Arquitetura de sistemas;• Cloud;• DevOps;• Desenvolvimento Mobile;• Streaming/Messaginf;• Conhecimento em JavaScript;• Conhecimento em&nbsp;API Rest;• Conhecimento em Bootstrap;• Conhecimento em MVC;• Conhecimento em Json;• Conhecimento em HTML, CSS;• Ter atuado no mercado financeiro;Durante o processo conversaremos com maior detalhe sobre suas experiências 😉📌IMPORTANTE: Temos oportunidades para atuação nos escritórios (São Paulo/SP e Belo Horizonte/MG), na modalidade híbrido. 😉Informações adicionais🏅 E ai, se identificou com o que leu até agora? Então, vou te contar o que você encontrará aqui, além de um ambiente dinâmico;• Vale refeição ou alimentação;• Assistência médica;• Assistência Odontológica• Auxílio creche;• Benefícios Flexíveis (Flash);• Vale transporte;• Gympass;• Horários flexíveis;• Seguro de vida;• Clube de parcerias;• Just dress no code (sem código de vestimenta!),• Day off no aniversário.&nbsp;♿️🌈🙋🏾👴🏻Valorizamos a diversidade e entendemos que o que acrescenta é justamente ideias e pontos de vistas variados. Por isso raça, cor, religião, gênero e identidade de gênero, nacionalidade, deficiência, orientação sexual, ascendência ou idade, não serão impeditivos de você fazer parte do nosso time.",Evertec Brasil,banco de talentos,São Paulo,híbrido
Desenvolvedor Fullstack PHP c/ Angular,"Desenvolvedor Fullstack PHP c/ Angular - REF: 16245Descrição:Ficará responsável por evoluir as telas do cellcard tanto na perspectiva de Backend e Frontend (PHP 5.3, MySQL 5.6, HTML/AngularJS 1.6)Perfil de analista é fundamental para:Entendimento de como funciona a governança de perfis no cellcardEntrevista com usuários sêniors do cellcardNão PODE depender da área de produtos definir o que querCriar sugestões de melhoria na perspectiva de segurança e fraudeModalidade: PJ. (Determinado 7 meses, com possibilidade de prorrogação).Local: Home Office.Ao enviar seu currículo você confere&nbsp;pleno consentimento ao tratamento de dados pessoais nos termos da nossa&nbsp;Política de Privacidade&nbsp;https://www.taking.com.br/politica-de-privacidade/",Taking,PJ,Minas Gerais,remoto
Desenvolvedor Front end Angular Pl/Sr,"16029 - Desenvolvedor Front End Angular PL/SR.Deve possuir habilidades sólidas em HTML, CSS e JavaScript, além de conhecimentos na linguagem TypeScript e experiência na criação de interfaces de usuário responsivas, acessíveis e intuitivas, utilizando frameworks e bibliotecas modernas de front-end como Bootstrap no desenvolvimento de componentes reutilizáveis, serviços, roteamento, gerenciamento de estado e integração com APIs RESTful e realizar testes unitários e de integração.&nbsp;Conhecimentos em design de sistemas, incluindo padrões de arquitetura, modelagem de dados e design de APIs, além de trabalhar em conjunto com equipe de desenvolvimento em .Net e UX.&nbsp;Habilidades em programação utilizando a linguagem C# e outras linguagens e tecnologias da plataforma .NET são bem-vindas.Contratação: PJ - 100% remoto.Ao enviar seu currículo você confere pleno consentimento ao tratamento de dados pessoais nos termos da nossa Política de Privacidade https://www.taking.com.br/politica-de-privacidade/",Taking,PJ,São Paulo,remoto
Desenvolvedor em OutSystems,"Nosso cliente é uma das maiores empresas do setor de telemática do Brasil. Fundada em 2011, já conta com presença em todos estados brasileiros, prestando serviços de rastreamento e telemetria para grandes seguradoras e frotistas.Responsabilidades e atribuiçõesAplicar as melhores práticas em desenvolvimento de software;Realizar manutenção evolutiva e corretiva em softwares existentes;Realizar desenvolvimento de novos softwares;Preocupar-se com a performance das aplicações, usabilidade e experiência do usuário;Buscar e definir soluções técnicas em conjunto com a liderança técnica;Realizar as entregas dentro dos prazos e qualidade acordados.Requisitos e qualificaçõesEscolaridade:Superior Cursando ou Completo, desejável nas áreas de Análise de Sistemas, Ciência da Computação, Engenharia da Computação, Exatas e afins.Experiência:Experiência em Outsystem 10 e/ou 11;Experiência em Desenvolvimento Web;Vivência com metodologias ágeis e ITIL;Experiência em C# em Webforms (ASP.NET). React,API em REST e SOAP, webservice;Experiência em SQL Server;Experiência em HTML , CSS, Java Script, Bootstrap;Treinamentos:Certificações na plataforma OutSystems será um diferencial.Conhecimentos /Habilidades:Visual Studio;Lógica de Programação;Banco de dados DynamoDB e MongoDB;Inglês: Técnico.Informações adicionaisBenefícios Ewave p/ PJ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Gympass·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Inglês in-companyBenefícios Ewave p/ cooperado (SOMA)·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano de Saúde - Sulamérica·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano Odontológico·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Seguro de Vida·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Inglês in-company·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;GympassATUAÇÃO 100% REMOTO",Ewave do Brasil,CLT,Paraná,remoto
Banco de Talentos WK Technology - Desenvolvedor Delphi.,"Banco de Talentos WK Technology Desenvolvedor Delphi.A WK Technology, está vivendo um momento muito importante de crescimento e expansão, e por isso criamos esse banco de talentos para profissionais Desenvolvedores em Delphi, ainda não temos essa vaga, mas logo surgirá a oportunidade e entraremos em contato pra dar continuidade e finalizar o processo seletivo.A&nbsp;WK Technology,&nbsp;é uma empresa inovadora que está em crescimento e tem como base a qualidade com seus serviços e seus parceiros.Faz parte do nosso&nbsp;DNA:Acolhimento&nbsp;com empatia e respeito aos nossos colaboradores e parceiros;Perseverança, porque não desistimos até alcançar nossos objetivos;Qualificação, valorizamos o conhecimento e aprendizado continuo;Versatilidade, adaptamos de maneira ágil as mudanças, atento ao cenário presente e o futuro;Visionário, adeptos a inovação, aqui boas ideias são ouvidas e bem-vindas.Se identificou com nosso DNA, estamos te esperando, vem fazer parte da nossa equipe.Responsabilidades e atribuiçõesMissão do cargo:Dar sustentação e desenvolver novos requisitos do módulo de compras de um ERP.Atuar na manutenção de soluções existentes;Propor melhorias nas mesmas, participando de discussões técnicas para criar softwares de alta qualidade e alto desempenho.Requisitos e qualificaçõesPara o bom desempenho do seu trabalho é importante que você tenha:Conhecimento avançado na linguagem de programação Delphi;Conhecimento avançado em banco de dados MySQL;Domínio de SQL, DDL e DML;Conhecimento avançado em Orientação a Objetos;Conhecimento em Padrões de Projeto (Design Patterns);Habilidade de trabalho em equipe (Metodologia ágil);Formação ensino superior na área de computação;Conhecimento em arquiteturas multicamadas (multi-tier);Conhecimento avançado em DataSnap; Conhecimento da Arquitetura REST (Apache-Linux e IIS-Windows);Conhecimento avançado em Clean Code;Boa comunicação verbal e escrita;Será um diferencial ter:Conhecimento em outras linguagens de programaçãoConhecimento em FiremonkeyExperiência em ERPExperiência em módulos de compras de ERPsInformações adicionais💵 Remuneração: A combinar📝&nbsp;Contratação: Pessoa Jurídica🏠&nbsp;Local de Trabalho:&nbsp;Home Office📈 Avaliação de Desempenho: A cada 6 meses, podendo elevar a remuneração;📆 Disponibilidade de Início: Imediato👨‍💻 Cursos: Pagos 100% pela empresa (graduação ou pós graduação)",WK Technology,banco de talentos,Santa Catarina,remoto
Desenvolvedor Java SR,"Nosso cliente é uma das maiores empresas do setor de telemática do Brasil. Fundada em 2011, já conta com presença em todos estados brasileiros, prestando serviços de rastreamento e telemetria para grandes seguradoras e frotistas.Responsabilidades e atribuiçõesAtuar com desenvolvimento e manutenção de sistema de comunicação com hardwares, análise e acompanhamento de base de dados e apoio ao time de engenhariaRequisitos e qualificações O que esperamos:• Conhecimentos em cloud (AWS ou Azure ou GCP). Desejável AWS.• Domínio de Java imprescindível, mínimo de 3 anos para pleno e 5 anos para sênior• Experiência com Docker• Experiência com Linux• SQL e experiência com modelagem de dados• Experiência com filas, ActiveMQ, SQS• Experiência com Stream, Kinesis Firehose, DynamoDB Strem• Experiência com banco de dados NoSQL, DynamoDB e Ignite• Conhecimento de GIT• Conhecimento de SOLID, DDD e Feature Toggle• Pessoa proativa, responsável e com senso de dono• Que saiba trabalhar em equipe, de mente aberta e flexível• Alguém que se preocupa com qualidade (código, qualidade dos dados)• Alguém que goste de estudar e procura estar evoluindo sempreNota: A pessoa precisa ter experiência com protocolos UDP e TCP, leitura de protocolos e quebra de pacotesPrincipais tecnologias: • S3• Dynamodb• Dynamodb Stream• Lambda• Firehose• Athena• ECS/Fargate• Docker• Java• Redis/ElasticCache• ActiveMQDesejável:• Conhecimento em comunicação com hardware, principalmente rastreadores• Experiência com leitura de protocolos para interpretação• Experiência Azure Devops (CI/CD)• Formação em Engenharia da Computação, Engenharia de Software ou Ciência da Computação• Conhecimento sobre Reverse GeocodeDiferenciais: • Conhecimento em Kubernetes• Conhecimento de Terraform• Conhecimento de Python e/ou Lua• Conhecimento básico de redes• Conhecimento em Google Protobuf• Conhecimento em OpsWorksInformações adicionaisBenefícios Ewave p/ CLT·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;VA e/ou VR (32,00/dia)·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano de Saúde – Sulamérica·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano Odontológico·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Seguro de vida·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Crédito consignado·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Inglês in company/online (desconto simbólico em folha de R$7,00 mensais)·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Gympass·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Ecx card (utilização em farmácias, supermercados, postos de combustível, etc.)Benefícios Ewave p/ PJ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Gympass·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Inglês in-companyBenefícios Ewave p/ cooperado (SOMA)·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano de Saúde - Sulamérica·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano Odontológico·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Seguro de Vida·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Inglês in-company",Ewave do Brasil,CLT,Paraná,remoto
Desenvolvedor RPA Senior,"Você tem senso de dono, gosta de gerar novas ideias, se comunica com clareza, relaciona-se bem com clientes, atua de modo analítico, olha o negócio como um todo? Então, vem... proporcionamos para você um ambiente colaborativo, desafiador, com oportunidade de aprimoramento e aprendizado constantes.Venha desenvolver a sua carreira na única empresa do Brasil que atua na viabilização da comercialização de energia elétrica. Somos uma organização de referência no setor, com selo Great Place to Work e Pró-Ética e teremos muito orgulho de receber seu CV para análise e futura entrevista!Responsabilidades e atribuiçõesDesenvolvimento RPARequisitos e qualificaçõesRequisitos:&nbsp;Perfil Desenvolvedor RPA SeniorTer trabalhado em uma equipe com metodologia ágil;Ter trabalhado em uma fábrica de robotização;Ter atuado profissionalmente em projetos de RPA;Ser proativo para solucionar problemas de negócio;Pro-atividade para se aprofundar em tecnologias novas para prover a melhor solução;Ter experiência com as melhores práticas de desenvolvimento de robôs;Desejável * Conhecimento em scripts Python;Conhecimento de HTML;Conhecimento de versionamento de código GIT;RequeridaExperiência em desenvolvimento de códigos na plataforma .Net (VB, C#);Experiência em desenvolvimento de códigos VBA, VbScript;Ter experiência com Orchestrator (UiPath) e em filas de execuçãoExperiência com base de dados Oracle e SQL Server;Plataformas Requerida:UiPath ;Formação: Graduação em Ciência da Computação, Análise de Sistemas, Engenharia de Software ou Tecnologia da Informação.Idiomas:&nbsp;Português fluente e Inglês técnico para leitura.&nbsp;Informações adicionaisModelo de contratação PJ Vantagens Ewave p/ PJ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Gympass·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Inglês in-company",Ewave do Brasil,CLT,São Paulo,remoto
Desenvolvedor Java PL,"Nosso cliente é uma das maiores empresas do setor de telemática do Brasil. Fundada em 2011, já conta com presença em todos estados brasileiros, prestando serviços de rastreamento e telemetria para grandes seguradoras e frotistas.Responsabilidades e atribuiçõesAtuar com desenvolvimento e manutenção de sistema de comunicação com hardwares, análise e acompanhamento de base de dados e apoio ao time de engenhariaRequisitos e qualificações O que esperamos:• Conhecimentos em cloud (AWS ou Azure ou GCP). Desejável AWS.• Domínio de Java imprescindível, mínimo de 3 anos para pleno e 5 anos para sênior• Experiência com Docker• Experiência com Linux• SQL e experiência com modelagem de dados• Experiência com filas, ActiveMQ, SQS• Experiência com Stream, Kinesis Firehose, DynamoDB Strem• Experiência com banco de dados NoSQL, DynamoDB e Ignite• Conhecimento de GIT• Conhecimento de SOLID, DDD e Feature Toggle• Pessoa proativa, responsável e com senso de dono• Que saiba trabalhar em equipe, de mente aberta e flexível• Alguém que se preocupa com qualidade (código, qualidade dos dados)• Alguém que goste de estudar e procura estar evoluindo sempreNota: A pessoa precisa ter experiência com protocolos UDP e TCP, leitura de protocolos e quebra de pacotesPrincipais tecnologias: • S3• Dynamodb• Dynamodb Stream• Lambda• Firehose• Athena• ECS/Fargate• Docker• Java• Redis/ElasticCache• ActiveMQDesejável:• Conhecimento em comunicação com hardware, principalmente rastreadores• Experiência com leitura de protocolos para interpretação• Experiência Azure Devops (CI/CD)• Formação em Engenharia da Computação, Engenharia de Software ou Ciência da Computação• Conhecimento sobre Reverse GeocodeDiferenciais: • Conhecimento em Kubernetes• Conhecimento de Terraform• Conhecimento de Python e/ou Lua• Conhecimento básico de redes• Conhecimento em Google Protobuf• Conhecimento em OpsWorksInformações adicionaisBenefícios Ewave p/ CLT·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;VA e/ou VR (32,00/dia)·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano de Saúde – Sulamérica·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano Odontológico·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Seguro de vida·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Crédito consignado·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Inglês in company/online (desconto simbólico em folha de R$7,00 mensais)·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Gympass·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Ecx card (utilização em farmácias, supermercados, postos de combustível, etc.)Benefícios Ewave p/ PJ·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Gympass·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Inglês in-companyBenefícios Ewave p/ cooperado (SOMA)·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano de Saúde - Sulamérica·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Plano Odontológico·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Seguro de Vida·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Inglês in-company",Ewave do Brasil,CLT,Paraná,remoto
Desenvolvedor Java Pleno,"Um dos maiores especialistas na Estruturação, Administração e Custódia de&nbsp;fundos de investimento do País. Constituído em 2010 com o objetivo de fornecer soluções&nbsp;Financeiras Estruturadas para diversos tipos de clientes e segmentos de empresas,&nbsp;vem se destacando como um importante prestador de serviços para Fundos no mercado.&nbsp;Atuação como desenvolvedor do time de tecnologia (estrutura de projetos) na qual participará de projetos que sejam priorizados para desenvolvimento.Terá interface direta com todos os envolvidos na demanda, desde as áreas de tecnologia até as áreas de negócio (clientes internos), tal como prestadores de serviços.Responsabilidades e atribuições* Participar das discussões de arquitetura relacionadas aos novos desenvolvimentos;* Produzir estimativas de esforço de acordo com as especificações dos projetos;* Realizar o desenvolvimento dos projetos priorizados de acordo com as especificações e cronograma acordado;* Será responsável pelo processo de Gestão de Mudança (GMUD), dos desenvolvimentos sob sua responsabilidade (da abertura, escrita, até a implantação em produção).* Facilitar a decisão dos envolvidos no projeto, fornecendo informações detalhadas;* Documentar os desenvolvimentos realizados;* Apoiar no processo de passagem de conhecimento para o time de sustentação;* Aplicar análise de causa raiz constantemente nos problemas associados aos desenvolvimento realizados para identificar a origem de problemas, a partir disso, definir correções e buscar mitigar problemas futuros;* Realizar o teste dos desenvolvimentos realizados antes da liberação para homologação pela área demandante;* Interagir de maneira proativa com o time técnico e de negócio do projeto para viabilizar o atendimento da demanda;* Interagir com área de arquitetura para aplicar os padrões de arquitetura atualmente definidos, tal como promover evolução contínua dos ambientes de tecnologia;* Participar do processo de gestão de mudança.Requisitos e qualificaçõesJava SE 6 e Superiores, Java EE 7;PL/SQL;Servidor de Aplicação Wildfly/JBoss EAP;Desenvolvimento de Container e SpringBoot para serviços auto-contidos;Ter trabalhado com Gateway de API, como WSO2 e correlatos.Ter trabalhado com fila MQ, como RabbitMQ e correlatos.SGBDs Oracle e MySQL;Conhecimento em tecnologias Kafka, Kibana, Elastic Search, Mongo DB e KVM.Frameworks: Spring Boot, JPA, Log 4J, Hibernate, Junit, Easymok, Angular (6 e acima), AngularJS, Spring Framework, JSF; Primefaces; WebServices (JAX-WS / JAX-RS), JDBC e correlatos.Conhecimento de arquitetura de Microserviços; Arquitetura RESTfull, Swagger;Documentação de APIs utilizando OpenAPI (2 e 3);Conhecimento de Modelos de Desenvolvimento (Sequenciais e Iterativos Incrementais - RUP e Metodologias Ágeis: Scrum, XP, AUP, BUP);Ter trabalhado com ferramentas de Integração Contínua, Entrega Contínua e correlatos: Maven, Jenkins, Gitlab, SonarQube, Sonatype Nexus.* Ter experiência comprovada de pelo menos quatro anos atuando como desenvolvedor nas tecnologias listadasPerfil Comportamental:* Capacidade de estruturar soluções propositivas baseado nos requisitos de negócio, direcionadores de tecnologia e limitações técnicas;* Capacidade de lidar com problemas complexos de maneira estruturada;* Capacidade de trabalhar em atividades de mais de um projeto ao mesmo tempo, realizando gestão das atividades e divisão de trabalho entre eles;* Capacidade de trabalhar em um ambiente em transformação;* Orientação por metas e proatividade com grande foco nos resultados;* Habilidades de comunicação com time técnico e áreas de negócio;* Raciocínio lógico, estruturado e orientado a resolução de problemas;* Organização e gestão das demandas sob sua responsabilidade para atendimento a cronogramas acordados;* Capacidade de trabalho em equipe;* Curioso e proativo.Informações adicionaisBenefícios contratação CLT:Assistência médica - SulAmericaPlano odontológico - SulAmericaVA - R$ 560,00VR - R$ 40,00 ao dia (total R$ 880,00)Seguro de VidaVale transporteLicença maternidade e paternidade estendida",Ewave do Brasil,CLT,Paraná,remoto
Pessoa Desenvolvedora Backend Pl,"Venha fazer parte do nosso time de #Q2Lovers!O Q2bank é uma fintech que nasceu em Franca (SP) para oferecer soluções inovadoras e disruptivas em meios de pagamentos, e agora como banco digital.Estamos presentes em todo o Brasil, com crescimento rápido, um time ágil e o clima... UAU!&nbsp;Nossa Missão é elevar a experiência e os resultados dos nossos clientes, oferecendo serviços mais justos, com um atendimento humanizado e excepcional.Você gosta de desafios? É uma pessoa ágil, inconformada e proativa? Se sim, você é a nossa cara!Venha para o Q2!Para a posição de Pessoa DESENVOLVEDORA BACKEND Pl, buscamos profissional aderente à nossa cultura e que tenha senso de dono para compor times de alta performance.Responsabilidades e atribuições- Uso de serviços de mensageria&nbsp;(SQS/SNS, Apache Kafka/ RabbitMQ)-Analisar demandas, implementar o código, testar e validar as entregas;- Fazer revisões de códigos dos demais integrantes do time, visando garantir a integridade funcional dos sistemas;- Realizar tarefas e participar de cerimônias utilizando metodologias ágeis como Scrum, Kanban ou outros;- Produzir documentação e mantê-la atualizada, garantindo a integridade da arquitetura do sistema;- Utilizar o GIT como ferramenta de versionamento, respeitando os padrões de commit e nomenclatura de branches;Requisitos e qualificaçõesPrincipais linguagens que utilizamos:-GolangBanco de Dados que utilizamos:-Relacional (SQLServer, MySQL, PostgreSQL)Nuvens que utilizamos:-AWSSeria legal você também conhecer:-Vivência com monitoramento e observabilidade, utilizando ferramentas como Grafana, Prometheus, ELK)- Arquitetura de micro serviços&nbsp;- Testes unitários utilizando metodologia (TDD)- Padrões de design e arquitetura de código (clean code, clean architecture, DDD, design patterns)- Construção de sistemas escaláveis, distribuídos, de alta volumetria e baixa latência-&nbsp;Conhecimentos em ECS/EKS,&nbsp;API Gateway, Secret Manager, Lambda FunctionsInformações adicionaisNo Q2bank, o respeito a individualidade é um dos valores centrais. Zelamos pela integridade da pessoa e nos orgulhamos por integrar e contar com a paixão e talento de todos, independentemente de gênero, raça, orientação sexual, crença religiosa ou país de origem.&nbsp;Traga seu talento e seus valores.Se a gente der match, isso é o que importa!",Q2 bank,freelancer,São Paulo,remoto
Desenvolvedor de Software Júnior - Exclusivo para PCD,"Na Icaro nossa maior área é o time de Engineering que é dividido em 10 Chapters e diversos squads de acordo com cada tecnologia.Como parte do time de Engineering, você atuará como Analista de Sistemas em um squad com foco no desenvolvimento de sistemas complexos.Responsabilidades e atribuiçõesVocê será responsável por:Implementar e/ou apoiar outros desenvolvedores;Apoiar na especificações e refinamento de requisitos.Requisitos e qualificaçõesO que você precisa saber:Experiência com programação orientada a objetos (POO) - Java;Experiência com projetos ágeis (SCRUM, Kanban);Conhecimento em Engenharia de Software (levantamento de requisitos, desenho de soluções e processos);Conhecimento em Bases de Dados;Conhecimento em Git.Você se destaca se tiver:Experiência com linguagens de programação (Javascript e Python);Experiência com frameworks (Spring, Nodejs, Angular, React).O que você precisa ter?Comunicação clara e eficiente;Trabalho em equipe;Iniciativa;Compromisso com resultados;Visão crítica;Apresentação em público;Disponibilidade para viagens eventuais;Inglês intermediário (Leitura, Escrita e capacidade de participar de reuniões e áudios).Informações adicionaisDentro da Icaro nós incentivamos muito nossos profissionais a cultivar nossa Cultura, e apesar de cada um ter seu próprio jeito de ser, todos temos algo em comum: somos Icaronautas 🚀O que faz de nós um Great Place to Work?&nbsp;😍No dia-a-dia:Modelo híbrido: pode trabalhar de onde quiser, até em um dos nossos escritóriosBirthday dayoffHorário flexívelVale alimentaçãoVale refeiçãoVale transporteNo dress codeSaúde e bem-estar:Plano de saúdePlano odontológicoParcerias com profissionais e estabelecimentosDesenvolvimento contínuo:Auxílio pós-graduaçãoBolsa de idiomasPrograma de treinamento e capacitaçãoPrograma de tutoria e mentoriaApoio e cuidado:Auxílio Home OfficeAuxílio crecheSeguro de VidaIndicação premiadaParticipação nos lucrosBreaktime: acompanhamento do RH",Icaro Tech,banco de talentos,São Paulo,remoto
Pessoa desenvolvedora Android Pleno,"Se você procura uma empresa que possua um ambiente colaborativo, inovação constante, com grandes oportunidades e que tenha como propósito causar impacto positivo na sociedade, seu lugar é conosco!Nós desenvolvemos aplicações web e mobile, com as seguintes tecnologias / frameworks:PHP - CakePHP, LaravelNodeJs / ElixirJavascript - ReactJs, AngularBanco de dados: PostgreSQL / PostGIS / RealmAndroid: Java / KotlinGoogle Earth EngineAWS / GCPAqui você poderá colaborar com isso e muito mais, dependendo do caminho que você escolher.Responsabilidades e atribuiçõesPrincipais atribuições para o cargo:Codificação e documentação de aplicaçõesEstudar regras de negócios das soluções desenvolvidasParticipar da modelagem de soluções tecnológicas junto a clientesParticipar de rotinas em equipes ágeis e multidisciplinaresCodificação de testes unitários e de usabilidadeManutenção de softwares legadosAtendimento, em nível básico, a chamados de Help deskRequisitos e qualificaçõesRequisito obrigatório:Graduação em TI ou experiência profissional equivalenteExperiência profissional de pelo menos 4 anos na área de desenvolvimento.Conhecimentos obrigatórios:Uma ou mais linguagens modernas de programação voltadas para Mobile (Kotlin, Java, React Native, Flutter)Banco de dados relacionais e/ou não relacionaisLógica de programaçãoLinguagens de programação orientada a objetosTestes de softwarePadrões de projetoConhecimentos desejáveis:Métodos ágeisInglês intermediárioAspectos complementares para o cargo:Boa capacidade de sinergia e trabalho em equipeBoa capacidade de planejamentoTrabalho com orientação para resultadosBoa capacidade de aprendizagem e desenvolvimentoConhecimentos em desenvolvimento ágil de softwareConhecimento prático em qualidade de softwareBoa capacidade analíticaBoa capacidade de entregaVocê irá se destacar se tiver estes conhecimentos:&nbsp;Experiência com desenvolvimento AndroidConhecimento de Orientação a ObjetosExperiência com a IDE Android StudioPadrões de projeto: MVP / MVVM / Clean CodeExperiência com Firebase: Cloud Messaging / In-App Messaging / Crashlytics / ML Toolkit / TestLabExperiência com testes: Testes unitários / Testes automatizados / Teste de Interface do Usuário / Test Driven Development - TDD / Testes FarmExperiência com APIs Google: Maps / PlacesNoções de Desenvolvimento Ágil: Scrum / Kanban / XPExperiência com Bancos de Dados: SQLite / Realm Experiência com sincronização de dados: JSON / XML / Web Services RESTNoções de UX/UI: Material Design / Noções dos conceitos de SOLID, INVEST e SMART / Noções de Clean Code e RefatoraçãoInformações adicionaisDiferenciais:Trabalho remoto ou presencial (escolha do colaborador; atualmente o time dev está 100% remoto)Ambiente sadio e colaborativoHorário flexívelSem ""dress code""Café, frutas e outros alimentos (quando no escritório)Interações com empresas no mundo inteiroSalários e benefíciosFaixa salarial: de R$ 4.727,19 a R$ 7.386,23Vale alimentação (R$ 1.000,00)Plano de saúde com cobertura nacional - (100% pago pela empresa)Plano odontológico com cobertura nacional - (100% pago pela empresa)Seguro de vida - (R$ 50.000,00 a apólice)Auxílio transporte (se presencial)",Terras,CLT,Pará,remoto
